username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Samsung_IN,2016-10-10 14:45,13,33,"""Watch how life of Sadanand Ugale gets transformed with Samsung Smart Class. #SapneHueBade – Samsung CSR initiative. http:// bit.ly/2dFotId""",,,#SapneHueBade,"""785408498561462272""",https://twitter.com/Samsung_IN/status/785408498561462272
